Week Ending,Provider State,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases
2020-07-05,KS,174.0,414.0,682.0,980.0,102.0,20677.0,15926.0,0.0,0.0,399.0,1186.0,0.0,25.0,0.0,7948.4,1765.1,669.8000000000001
2020-07-05,KY,566.0,1570.0,843.0,1456.0,313.0,26230.0,20872.0,0.0,0.0,915.0,977.0,7.0,227.0,0.0,21932.700000000004,4827.999999999999,1701.0999999999997
2020-07-05,LA,1380.0,3847.0,1013.0,2737.0,1118.0,33291.0,22573.0,0.0,0.0,2650.0,882.0,17.0,158.0,29.0,49313.5,14748.399999999996,8192.099999999999
2020-07-05,MA,3184.0,10294.0,3609.0,5809.0,3435.0,42702.0,30538.0,0.0,0.0,5683.0,1708.0,20.0,106.0,9.0,133196.10000000012,44579.70000000002,20311.199999999993
2020-07-05,MD,1412.0,4345.0,1377.0,2865.0,1129.0,27078.0,19962.0,0.0,0.0,2457.0,1141.0,19.0,341.0,0.0,47229.70000000001,12515.299999999996,6307.100000000006
2020-07-05,ME,41.0,201.0,345.0,507.0,27.0,6611.0,5467.0,0.0,0.0,152.0,478.0,0.0,7.0,0.0,3370.7999999999993,461.99999999999994,84.5
2020-07-05,MI,2432.0,3487.0,1930.0,6092.0,1465.0,39502.0,31878.0,0.0,0.0,2851.0,4915.0,31.0,267.0,0.0,44899.00000000004,19426.000000000007,11770.599999999995
2020-07-05,MN,635.0,1690.0,1432.0,2457.0,575.0,27419.0,21183.0,0.0,0.0,1320.0,2724.0,8.0,52.0,40.0,22436.69999999999,7622.399999999999,3612.7999999999997
2020-07-05,MO,598.0,1904.0,1651.0,2471.0,465.0,54058.0,35416.0,0.0,0.0,1050.0,1527.0,6.0,3.0,0.0,24951.7,6104.399999999999,3697.1
2020-07-05,MS,371.0,2101.0,1100.0,1011.0,447.0,17842.0,14253.0,0.0,0.0,1323.0,1167.0,11.0,29.0,0.0,34263.3,7735.300000000001,2882.099999999999
2020-07-05,MT,27.0,6.0,69.0,205.0,3.0,5725.0,3614.0,0.0,0.0,13.0,174.0,0.0,0.0,0.0,249.0,106.10000000000001,140.0
2020-07-05,NC,706.0,2191.0,1723.0,2800.0,572.0,44477.0,33645.0,0.0,0.0,1417.0,1586.0,16.0,91.0,0.0,29330.900000000012,8684.7,3987.4999999999995
2020-07-05,ND,35.0,133.0,115.0,553.0,39.0,5757.0,4809.0,0.0,0.0,261.0,627.0,0.0,0.0,0.0,1521.8000000000002,387.20000000000005,357.1
2020-07-05,NE,161.0,393.0,559.0,995.0,134.0,14576.0,10220.0,0.0,0.0,373.0,1193.0,1.0,28.0,0.0,8465.499999999998,3136.1,706.5999999999999
2020-07-05,NH,160.0,1002.0,746.0,820.0,254.0,7298.0,5679.0,0.0,0.0,470.0,785.0,2.0,11.0,0.0,11352.300000000003,3060.3000000000006,588.9999999999999
2020-07-05,NJ,4694.0,12322.0,3441.0,6731.0,3795.0,51515.0,33473.0,0.0,0.0,6790.0,1960.0,89.0,395.0,14.0,135781.90000000005,42447.70000000002,16732.899999999994
2020-07-05,NM,199.0,325.0,125.0,467.0,101.0,6805.0,4877.0,0.0,0.0,257.0,56.0,1.0,0.0,0.0,5328.8,2225.3,629.0000000000001
2020-07-05,NV,346.0,629.0,854.0,316.0,118.0,6900.0,5002.0,0.0,0.0,494.0,555.0,3.0,224.0,35.0,8879.2,2194.2000000000003,380.1
2020-07-05,NY,8074.0,12257.0,6542.0,10359.0,4502.0,111487.0,87076.0,0.0,0.0,12259.0,3437.0,49.0,1657.0,288.0,83529.19999999997,30534.899999999965,26950.399999999972
2020-07-05,OH,1756.0,4469.0,2683.0,6107.0,1274.0,84387.0,64649.0,0.0,0.0,2670.0,2173.0,20.0,552.0,31.0,75469.09999999998,21926.899999999998,10954.000000000002
2020-07-05,OK,252.0,549.0,505.0,868.0,114.0,27471.0,16594.0,0.0,0.0,429.0,606.0,2.0,54.0,0.0,12122.299999999997,2576.3999999999996,627.1
2020-07-05,OR,195.0,189.0,474.0,643.0,45.0,9395.0,6634.0,0.0,0.0,170.0,470.0,0.0,6.0,0.0,3959.3,1005.3000000000001,241.3
2020-07-05,PA,3251.0,10316.0,6806.0,13872.0,3141.0,85218.0,64556.0,0.0,0.0,4977.0,4450.0,20.0,322.0,39.0,108151.40000000001,35679.99999999999,11614.000000000005
2020-07-05,PR,0.0,0.0,0.0,0.0,0.0,182.0,73.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0
2020-07-05,RI,428.0,1566.0,492.0,955.0,522.0,8454.0,6125.0,0.0,0.0,829.0,318.0,7.0,15.0,0.0,21777.699999999997,7273.699999999999,1664.7999999999997
2020-07-05,SC,509.0,1771.0,1231.0,1595.0,322.0,19826.0,15803.0,0.0,0.0,1170.0,1236.0,6.0,22.0,0.0,21749.000000000004,4430.200000000001,1620.5000000000002
2020-07-05,SD,75.0,76.0,207.0,356.0,33.0,6511.0,5339.0,0.0,0.0,169.0,516.0,0.0,5.0,3.0,1415.6999999999998,362.5,497.2
2020-07-05,TN,391.0,807.0,809.0,2628.0,162.0,35912.0,24868.0,0.0,0.0,691.0,910.0,0.0,195.0,39.0,9779.199999999999,1926.7999999999995,1071.6999999999998
2020-07-05,TX,1229.0,5177.0,2469.0,4774.0,774.0,132164.0,80592.0,0.0,0.0,4448.0,2735.0,10.0,385.0,117.0,82499.20000000001,13097.799999999996,5858.500000000005
2020-07-05,UT,184.0,231.0,244.0,213.0,41.0,7662.0,5081.0,0.0,0.0,310.0,382.0,1.0,144.0,26.0,3783.6,750.3000000000001,470.6
2020-07-05,VA,819.0,2152.0,1857.0,2010.0,604.0,31332.0,24423.0,0.0,0.0,1443.0,1624.0,11.0,133.0,31.0,28586.800000000003,8640.599999999999,4767.299999999999
2020-07-05,VT,13.0,97.0,249.0,288.0,33.0,2938.0,2193.0,0.0,0.0,62.0,273.0,0.0,9.0,0.0,1335.6000000000001,445.6,68.0
2020-07-05,WA,470.0,1051.0,903.0,1053.0,276.0,18812.0,13402.0,0.0,0.0,712.0,857.0,2.0,168.0,15.0,17784.500000000004,4976.599999999999,1716.499999999999
2020-07-05,WI,494.0,828.0,979.0,2394.0,185.0,27921.0,19899.0,0.0,0.0,676.0,1973.0,1.0,117.0,0.0,13499.699999999997,3049.9000000000005,1544.6999999999998
2020-07-05,WV,60.0,234.0,224.0,897.0,42.0,10507.0,8852.0,0.0,0.0,176.0,288.0,0.0,0.0,0.0,3708.6999999999994,685.1,101.8
2020-07-05,WY,11.0,16.0,29.0,146.0,5.0,2889.0,2202.0,0.0,0.0,18.0,107.0,0.0,0.0,0.0,275.9,86.2,31.3
2020-07-12,AK,4.0,20.0,33.0,29.0,2.0,830.0,660.0,0.0,0.0,29.0,66.0,0.0,0.0,0.0,1071.4,105.3,10.5
2020-07-12,AL,568.0,3084.0,1709.0,2087.0,458.0,26511.0,20237.0,0.0,0.0,2307.0,2222.0,8.0,25.0,1.0,39015.399999999994,6386.7,2130.9999999999986
2020-07-12,AR,146.0,976.0,1252.0,1318.0,140.0,23642.0,15812.0,0.0,0.0,719.0,895.0,2.0,0.0,0.0,16922.900000000005,2852.6,951.3999999999999
2020-07-12,AZ,1101.0,1807.0,1067.0,1259.0,344.0,15761.0,9995.0,0.0,0.0,1416.0,1155.0,2.0,284.0,20.0,27387.799999999992,4726.100000000001,2148.999999999999
2020-07-12,CA,5990.0,12408.0,14807.0,9218.0,2656.0,114786.0,87046.0,0.0,0.0,9442.0,7574.0,62.0,3129.0,351.0,173181.30000000002,37318.39999999999,20545.799999999992
2020-07-12,CO,536.0,1201.0,954.0,1654.0,478.0,20153.0,14638.0,0.0,0.0,973.0,941.0,5.0,22.0,3.0,18103.699999999993,7299.100000000001,2897.0
2020-07-12,CT,2162.0,6373.0,2657.0,3938.0,1860.0,24389.0,17619.0,0.0,0.0,2938.0,1324.0,14.0,44.0,0.0,74148.60000000003,21755.400000000005,5324.9000000000015
2020-07-12,DC,256.0,469.0,278.0,224.0,93.0,2594.0,1932.0,0.0,0.0,248.0,85.0,6.0,16.0,0.0,4471.299999999999,1104.2,381.0
2020-07-12,DE,274.0,749.0,341.0,475.0,237.0,4826.0,3451.0,0.0,0.0,420.0,270.0,1.0,7.0,0.0,8114.900000000002,2632.1,1065.8999999999999
2020-07-12,FL,2761.0,5632.0,3496.0,4954.0,1161.0,80875.0,64232.0,0.0,0.0,6693.0,3527.0,8.0,202.0,18.0,62431.79999999999,13191.19999999999,7508.900000000003
2020-07-12,GA,1518.0,4664.0,3242.0,2875.0,923.0,38081.0,28832.0,0.0,0.0,2808.0,1941.0,9.0,121.0,19.0,57744.29999999999,12107.099999999993,8890.6
2020-07-12,GU,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-12,HI,4.0,12.0,198.0,162.0,0.0,4201.0,3453.0,0.0,0.0,10.0,210.0,0.0,111.0,20.0,60.300000000000004,0.0,0.0
2020-07-12,IA,354.0,1247.0,1761.0,1917.0,359.0,28835.0,21101.0,0.0,0.0,1018.0,2709.0,12.0,108.0,19.0,24728.899999999998,7022.799999999999,3803.7000000000003
2020-07-12,ID,18.0,117.0,176.0,239.0,20.0,5922.0,3849.0,0.0,0.0,171.0,362.0,0.0,22.0,0.0,2599.2,521.8,62.9
2020-07-12,IL,4425.0,9140.0,4691.0,6922.0,2661.0,87392.0,57688.0,0.0,0.0,5806.0,3804.0,42.0,374.0,67.0,105364.70000000004,31759.899999999983,17618.799999999996
2020-07-12,IN,957.0,3625.0,1738.0,3106.0,1273.0,50076.0,33668.0,0.0,0.0,2353.0,1316.0,15.0,213.0,51.0,56976.79999999998,22844.09999999999,8777.100000000002
2020-07-12,KS,184.0,430.0,745.0,1046.0,111.0,20677.0,15944.0,0.0,0.0,457.0,1306.0,0.0,25.0,0.0,8634.199999999997,2036.4999999999998,701.9000000000001
2020-07-12,KY,628.0,1710.0,889.0,1560.0,333.0,26205.0,20762.0,0.0,0.0,1017.0,1042.0,7.0,227.0,0.0,23441.900000000005,5062.800000000001,1845.1999999999994
2020-07-12,LA,1476.0,4164.0,1053.0,2944.0,1190.0,33291.0,22537.0,0.0,0.0,3008.0,932.0,17.0,159.0,30.0,55094.200000000004,16407.500000000007,8365.800000000001
2020-07-12,MA,3330.0,10326.0,3673.0,5963.0,3467.0,42702.0,29919.0,0.0,0.0,5752.0,1734.0,20.0,107.0,9.0,136861.10000000003,45724.89999999999,20470.10000000001
2020-07-12,MD,1466.0,4510.0,1453.0,3009.0,1141.0,27087.0,19949.0,0.0,0.0,2612.0,1204.0,21.0,341.0,0.0,48515.1,12527.800000000003,5675.899999999999
2020-07-12,ME,44.0,204.0,367.0,544.0,35.0,6611.0,5428.0,0.0,0.0,157.0,500.0,0.0,7.0,0.0,3421.0000000000005,558.2,135.3
2020-07-12,MI,2508.0,3588.0,2021.0,6676.0,1481.0,39456.0,31834.0,0.0,0.0,3055.0,5196.0,31.0,262.0,0.0,46293.0,19673.9,11302.899999999998
2020-07-12,MN,670.0,1726.0,1526.0,2609.0,593.0,27467.0,21188.0,0.0,0.0,1381.0,2978.0,8.0,52.0,40.0,22875.700000000004,7843.199999999999,3671.6
2020-07-12,MO,650.0,2080.0,1714.0,2655.0,492.0,54581.0,35549.0,0.0,0.0,1216.0,1698.0,7.0,3.0,0.0,27730.999999999996,6586.700000000003,3921.499999999999
2020-07-12,MS,397.0,2399.0,1247.0,1112.0,486.0,17835.0,14129.0,0.0,0.0,1564.0,1324.0,12.0,29.0,0.0,39169.29999999999,8409.300000000001,2648.499999999999
2020-07-12,MT,27.0,7.0,82.0,221.0,3.0,5725.0,3595.0,0.0,0.0,16.0,221.0,0.0,0.0,0.0,272.2,111.1,90.0
2020-07-12,NC,783.0,2318.0,1934.0,2996.0,602.0,44476.0,33067.0,0.0,0.0,1615.0,1780.0,16.0,91.0,0.0,30834.399999999998,9108.5,4108.7
2020-07-12,ND,38.0,143.0,121.0,577.0,40.0,5757.0,4816.0,0.0,0.0,282.0,666.0,0.0,0.0,0.0,1636.8000000000002,403.79999999999995,347.6
2020-07-12,NE,173.0,404.0,606.0,1088.0,145.0,14576.0,10200.0,0.0,0.0,405.0,1298.0,1.0,28.0,0.0,8012.700000000001,3149.9,709.8000000000001
2020-07-12,NH,169.0,1012.0,765.0,862.0,263.0,7298.0,5684.0,0.0,0.0,484.0,844.0,2.0,11.0,0.0,11231.7,3061.3999999999996,594.1999999999999
2020-07-12,NJ,4857.0,12418.0,3477.0,6948.0,3861.0,51513.0,33595.0,0.0,0.0,6889.0,1984.0,92.0,401.0,12.0,129495.1999999999,41628.20000000001,17478.19999999999
2020-07-12,NM,202.0,341.0,133.0,502.0,108.0,6805.0,4843.0,0.0,0.0,287.0,81.0,1.0,0.0,0.0,5432.0,2187.8999999999996,651.9000000000001
2020-07-12,NV,390.0,660.0,891.0,346.0,124.0,6900.0,4954.0,0.0,0.0,538.0,625.0,3.0,213.0,36.0,9107.3,2182.4,405.70000000000005
2020-07-12,NY,8343.0,12398.0,6658.0,10770.0,4526.0,111479.0,87174.0,0.0,0.0,12689.0,3497.0,49.0,1658.0,274.0,84097.89999999998,30348.199999999986,27276.79999999998
2020-07-12,OH,1912.0,4739.0,2936.0,6560.0,1328.0,84443.0,64386.0,0.0,0.0,2958.0,2360.0,20.0,558.0,37.0,79927.89999999997,22699.300000000003,11263.1
2020-07-12,OK,287.0,620.0,574.0,957.0,125.0,27491.0,16574.0,0.0,0.0,476.0,698.0,5.0,54.0,0.0,13396.3,2863.4000000000005,789.7
2020-07-12,OR,209.0,199.0,492.0,711.0,48.0,9395.0,6570.0,0.0,0.0,188.0,515.0,0.0,6.0,0.0,4357.5,1064.5,195.09999999999997
2020-07-12,PA,3399.0,10554.0,7153.0,15021.0,3215.0,85218.0,64498.0,0.0,0.0,5320.0,4793.0,21.0,320.0,23.0,109856.70000000003,36377.00000000003,11496.999999999996
2020-07-12,PR,0.0,0.0,0.0,0.0,0.0,182.0,81.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0
2020-07-12,RI,454.0,1566.0,508.0,978.0,526.0,8454.0,6066.0,0.0,0.0,860.0,340.0,7.0,14.0,0.0,20551.9,6931.199999999998,1688.0
2020-07-12,SC,580.0,2076.0,1360.0,1724.0,363.0,19826.0,15702.0,0.0,0.0,1431.0,1438.0,6.0,22.0,0.0,25113.19999999999,4885.300000000001,1713.6999999999996
2020-07-12,SD,84.0,94.0,227.0,380.0,35.0,6511.0,5331.0,0.0,0.0,187.0,558.0,1.0,5.0,3.0,1666.1999999999998,399.2,454.09999999999997
2020-07-12,TN,436.0,903.0,882.0,2794.0,178.0,35912.0,24881.0,0.0,0.0,973.0,1005.0,0.0,197.0,40.0,10912.300000000001,2169.1,1211.9
2020-07-12,TX,1532.0,7040.0,3275.0,5321.0,953.0,132303.0,79903.0,0.0,0.0,6009.0,3432.0,12.0,385.0,129.0,111454.60000000005,15679.599999999991,7009.000000000005
2020-07-12,UT,223.0,298.0,263.0,238.0,56.0,7669.0,4940.0,0.0,0.0,358.0,424.0,1.0,144.0,0.0,4897.4,1068.7,590.3
2020-07-12,VA,873.0,2331.0,1953.0,2131.0,622.0,31332.0,24454.0,0.0,0.0,1647.0,1753.0,13.0,134.0,31.0,29497.299999999985,8571.700000000004,5002.999999999998
2020-07-12,VT,13.0,98.0,254.0,302.0,33.0,2938.0,2167.0,0.0,0.0,62.0,290.0,0.0,9.0,0.0,1310.7,434.7,68.0
2020-07-12,WA,501.0,1123.0,976.0,1131.0,289.0,18821.0,13357.0,0.0,0.0,768.0,986.0,2.0,168.0,15.0,18895.499999999996,5038.6,1750.7999999999993
2020-07-12,WI,524.0,842.0,1035.0,2578.0,195.0,28011.0,19841.0,0.0,0.0,731.0,2173.0,1.0,118.0,0.0,14447.400000000001,3385.2,1567.6999999999996
2020-07-12,WV,63.0,239.0,256.0,936.0,42.0,10507.0,8832.0,0.0,0.0,190.0,343.0,0.0,0.0,0.0,3780.899999999999,677.6,101.80000000000001
2020-07-12,WY,13.0,16.0,31.0,155.0,5.0,2889.0,2135.0,0.0,0.0,22.0,121.0,0.0,0.0,0.0,275.9,86.2,31.3
2020-07-19,AK,6.0,20.0,36.0,31.0,2.0,830.0,706.0,0.0,0.0,30.0,74.0,0.0,0.0,0.0,1021.4,100.0,10.5
2020-07-19,AL,628.0,3614.0,1960.0,2244.0,531.0,26543.0,20137.0,0.0,0.0,2718.0,2469.0,10.0,25.0,0.0,45048.10000000001,7169.699999999998,2292.5
2020-07-19,AR,179.0,1087.0,1334.0,1402.0,166.0,23642.0,15551.0,0.0,0.0,835.0,1030.0,2.0,0.0,0.0,18370.1,3138.9,1031.3000000000002
2020-07-19,AZ,1310.0,2019.0,1205.0,1372.0,388.0,15761.0,9875.0,0.0,0.0,1614.0,1305.0,2.0,290.0,24.0,30627.999999999993,5482.700000000001,2272.3999999999996
2020-07-19,CA,6637.0,13679.0,16317.0,9802.0,2840.0,114852.0,86723.0,0.0,0.0,10797.0,8477.0,64.0,3120.0,345.0,189450.7,40231.1,20727.499999999985
2020-07-19,CO,556.0,1216.0,969.0,1729.0,481.0,20153.0,14582.0,0.0,0.0,1020.0,992.0,5.0,24.0,4.0,18897.800000000014,7300.000000000003,2953.5
2020-07-19,CT,2229.0,6401.0,2669.0,4017.0,1863.0,24389.0,17669.0,0.0,0.0,2973.0,1334.0,14.0,44.0,0.0,74275.8,21772.699999999993,5318.599999999999
2020-07-19,DC,282.0,477.0,283.0,228.0,93.0,2608.0,1948.0,0.0,0.0,252.0,89.0,6.0,11.0,0.0,4579.7,1098.1,378.2
2020-07-19,DE,286.0,761.0,358.0,493.0,239.0,4826.0,3455.0,0.0,0.0,442.0,277.0,1.0,7.0,1.0,8081.400000000001,2599.1,1055.2
2020-07-19,FL,3198.0,7340.0,4106.0,5530.0,1382.0,80944.0,63208.0,0.0,0.0,8974.0,4099.0,12.0,204.0,20.0,81406.8000000001,15501.199999999992,8032.300000000001
2020-07-19,GA,1676.0,5196.0,3462.0,3089.0,999.0,38081.0,28769.0,0.0,0.0,3305.0,2181.0,10.0,121.0,21.0,63302.39999999999,12903.799999999994,9013.8
2020-07-19,GU,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-19,HI,5.0,20.0,206.0,179.0,0.0,4201.0,3431.0,0.0,0.0,14.0,236.0,0.0,111.0,20.0,142.7,0.0,0.0
2020-07-19,IA,388.0,1353.0,1900.0,2039.0,376.0,28835.0,21075.0,0.0,0.0,1132.0,2948.0,12.0,108.0,19.0,27031.9,7253.900000000001,3949.5000000000005
2020-07-19,ID,20.0,164.0,252.0,253.0,21.0,5922.0,3816.0,0.0,0.0,211.0,442.0,0.0,23.0,0.0,3366.4999999999995,518.9,60.9
2020-07-19,IL,4569.0,9285.0,4828.0,7241.0,2702.0,87462.0,57237.0,0.0,0.0,6045.0,4043.0,44.0,378.0,67.0,106063.10000000002,31803.39999999999,18569.7
2020-07-19,IN,1009.0,3719.0,1847.0,3324.0,1335.0,50076.0,33917.0,0.0,0.0,2495.0,1442.0,15.0,211.0,36.0,58500.50000000002,24403.099999999995,9046.899999999996
2020-07-19,KS,219.0,456.0,830.0,1118.0,115.0,20676.0,16001.0,0.0,0.0,516.0,1497.0,0.0,25.0,0.0,9155.099999999999,2123.3,1109.6
2020-07-19,KY,688.0,1811.0,927.0,1679.0,361.0,26222.0,20711.0,0.0,0.0,1122.0,1129.0,7.0,227.0,0.0,24676.6,5422.499999999999,1860.6999999999998
2020-07-19,LA,1581.0,4679.0,1088.0,3123.0,1273.0,33291.0,22438.0,0.0,0.0,3483.0,1032.0,17.0,160.0,29.0,57894.5,16640.399999999998,9277.499999999998
2020-07-19,MA,3447.0,10346.0,3761.0,6137.0,3485.0,42702.0,29973.0,0.0,0.0,5856.0,1772.0,20.0,107.0,9.0,134890.39999999997,45527.50000000002,20748.29999999999
2020-07-19,MD,1529.0,4694.0,1490.0,3158.0,1161.0,27055.0,19987.0,0.0,0.0,2798.0,1256.0,21.0,342.0,0.0,49526.50000000001,12573.6,5587.200000000001
2020-07-19,ME,46.0,210.0,381.0,585.0,38.0,6611.0,5417.0,0.0,0.0,159.0,534.0,0.0,6.0,0.0,3446.2000000000003,586.9,154.5
2020-07-19,MI,2575.0,3659.0,2110.0,7225.0,1490.0,39551.0,31823.0,0.0,0.0,3301.0,5445.0,31.0,263.0,0.0,46866.7,19508.5,12192.800000000001
2020-07-19,MN,702.0,1766.0,1610.0,2743.0,607.0,27465.0,21296.0,0.0,0.0,1446.0,3272.0,8.0,53.0,40.0,23820.59999999999,8605.5,3857.7999999999997
2020-07-19,MO,681.0,2280.0,1798.0,2865.0,518.0,54581.0,35446.0,0.0,0.0,1413.0,1885.0,8.0,3.0,0.0,30336.300000000017,6982.099999999999,4028.499999999999
2020-07-19,MS,413.0,2672.0,1415.0,1214.0,537.0,17835.0,14089.0,0.0,0.0,1819.0,1537.0,13.0,29.0,0.0,42191.200000000004,8936.300000000005,2841.1999999999994
2020-07-19,MT,31.0,7.0,92.0,235.0,3.0,5725.0,3614.0,0.0,0.0,21.0,263.0,0.0,0.0,0.0,260.8,106.60000000000001,90.0
2020-07-19,NC,881.0,2551.0,2119.0,3186.0,634.0,44518.0,33222.0,0.0,0.0,1815.0,1994.0,17.0,91.0,0.0,33271.8,9033.199999999999,4185.6
2020-07-19,ND,45.0,147.0,133.0,601.0,41.0,5754.0,4815.0,0.0,0.0,290.0,729.0,0.0,0.0,0.0,1669.1999999999996,411.7,445.0
2020-07-19,NE,188.0,425.0,632.0,1167.0,150.0,14576.0,10219.0,0.0,0.0,441.0,1385.0,1.0,27.0,0.0,8089.4,3133.1,737.3
2020-07-19,NH,182.0,1014.0,782.0,897.0,265.0,7331.0,5723.0,0.0,0.0,491.0,874.0,2.0,11.0,0.0,11081.800000000001,3006.1000000000004,596.8999999999999
2020-07-19,NJ,5025.0,12475.0,3513.0,7174.0,3958.0,51581.0,33605.0,0.0,0.0,6963.0,2003.0,94.0,403.0,13.0,128380.30000000002,42036.100000000006,15978.4
2020-07-19,NM,208.0,420.0,148.0,544.0,131.0,6805.0,4822.0,0.0,0.0,335.0,108.0,1.0,0.0,0.0,6227.200000000001,2303.7000000000003,745.0
2020-07-19,NV,422.0,729.0,933.0,368.0,127.0,6901.0,4964.0,0.0,0.0,578.0,677.0,3.0,208.0,36.0,9680.900000000001,2207.7,404.5
2020-07-19,NY,8590.0,12557.0,6749.0,11188.0,4543.0,111483.0,87233.0,0.0,0.0,13046.0,3577.0,50.0,1654.0,260.0,84843.19999999994,30132.999999999978,27080.699999999983
2020-07-19,OH,2081.0,5061.0,3132.0,6964.0,1370.0,84423.0,64269.0,0.0,0.0,3269.0,2523.0,20.0,557.0,43.0,84655.40000000005,23121.70000000001,11573.400000000003
2020-07-19,OK,321.0,726.0,646.0,1054.0,139.0,27499.0,16622.0,0.0,0.0,549.0,862.0,5.0,52.0,0.0,14806.599999999993,3066.2999999999993,837.9
2020-07-19,OR,231.0,224.0,532.0,779.0,53.0,9405.0,6594.0,0.0,0.0,207.0,569.0,0.0,6.0,0.0,4959.199999999999,1241.5,218.7
2020-07-19,PA,3545.0,10846.0,7449.0,16183.0,3268.0,85219.0,64583.0,0.0,0.0,5763.0,5133.0,21.0,319.0,36.0,112466.90000000004,36374.5,11750.299999999997
2020-07-19,PR,0.0,1.0,1.0,0.0,0.0,182.0,84.0,0.0,0.0,1.0,5.0,0.0,12.0,0.0,47.6,0.0,0.0
2020-07-19,RI,489.0,1575.0,526.0,1001.0,531.0,8454.0,6127.0,0.0,0.0,900.0,373.0,7.0,14.0,0.0,23248.599999999995,7575.4000000000015,1742.1999999999998
2020-07-19,SC,692.0,2520.0,1549.0,1891.0,420.0,19844.0,15525.0,0.0,0.0,1700.0,1692.0,7.0,22.0,0.0,29811.599999999995,5442.600000000001,1827.1999999999994
2020-07-19,SD,88.0,110.0,235.0,412.0,37.0,6511.0,5329.0,0.0,0.0,212.0,615.0,1.0,5.0,3.0,1928.3000000000002,440.59999999999997,457.59999999999997
2020-07-19,TN,505.0,1078.0,969.0,2957.0,200.0,35912.0,24825.0,0.0,0.0,1328.0,1119.0,1.0,199.0,40.0,13690.499999999993,2429.7999999999993,1551.1
2020-07-19,TX,1986.0,8995.0,4136.0,6007.0,1264.0,132090.0,80045.0,0.0,0.0,7785.0,4031.0,15.0,386.0,125.0,175403.00000000006,21377.199999999993,8346.600000000004
2020-07-19,UT,269.0,368.0,379.0,273.0,74.0,7669.0,5025.0,0.0,0.0,424.0,466.0,1.0,143.0,0.0,6083.199999999999,1349.0000000000002,703.4
2020-07-19,VA,926.0,2465.0,2068.0,2287.0,666.0,31358.0,24381.0,0.0,0.0,1764.0,1931.0,13.0,131.0,30.0,30573.3,8897.899999999998,5266.5999999999985
2020-07-19,VT,16.0,98.0,259.0,315.0,33.0,2938.0,2200.0,0.0,0.0,62.0,305.0,0.0,9.0,0.0,1228.2,407.3,68.0
2020-07-19,WA,542.0,1221.0,1067.0,1216.0,294.0,18828.0,13498.0,0.0,0.0,871.0,1125.0,3.0,168.0,17.0,20390.899999999998,5007.400000000001,1682.1
2020-07-19,WI,567.0,872.0,1104.0,2756.0,204.0,27993.0,19866.0,0.0,0.0,790.0,2399.0,1.0,120.0,0.0,14942.900000000001,3534.500000000001,1644.3999999999996
2020-07-19,WV,66.0,246.0,284.0,983.0,42.0,10507.0,8844.0,0.0,0.0,203.0,398.0,0.0,0.0,0.0,3860.0,671.9,98.39999999999999
2020-07-19,WY,13.0,16.0,59.0,161.0,5.0,2889.0,2201.0,0.0,0.0,31.0,157.0,0.0,0.0,0.0,275.9,86.2,31.3
2020-07-26,AK,7.0,20.0,38.0,32.0,2.0,830.0,668.0,0.0,0.0,31.0,88.0,0.0,0.0,0.0,1021.4,100.0,10.5
2020-07-26,AL,706.0,4154.0,2142.0,2419.0,599.0,26510.0,19814.0,0.0,0.0,3202.0,2709.0,12.0,25.0,0.0,52379.00000000001,8875.599999999995,2382.300000000001
2020-07-26,AR,220.0,1258.0,1432.0,1500.0,192.0,23642.0,15660.0,0.0,0.0,988.0,1135.0,3.0,0.0,0.0,19797.40000000001,3376.9000000000005,1077.1
2020-07-26,AZ,1534.0,2257.0,1327.0,1510.0,445.0,15761.0,9913.0,0.0,0.0,1782.0,1414.0,2.0,286.0,23.0,33807.100000000006,6289.799999999997,2668.1
2020-07-26,CA,7398.0,15273.0,17691.0,10372.0,3030.0,114852.0,86320.0,0.0,0.0,12093.0,9134.0,69.0,3102.0,345.0,209751.00000000003,42685.3,21023.099999999977
2020-07-26,CO,577.0,1253.0,996.0,1805.0,490.0,20153.0,14640.0,0.0,0.0,1084.0,1033.0,5.0,24.0,4.0,19068.30000000001,7277.700000000002,3097.6000000000004
2020-07-26,CT,2280.0,6415.0,2686.0,4114.0,1867.0,24403.0,17715.0,0.0,0.0,3001.0,1345.0,14.0,44.0,0.0,74249.9,21783.899999999994,5278.000000000001
