Provider State,Week Ending,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths
NC,2020-10-25,104.0,2269.0,417.0,8066.0,168.0,3792.0,237.0,6752.0,63.0,1590.0,341.0,6055.0,133.0,3736.0,0.0,35.0
NC,2020-11-01,106.0,2375.0,433.0,8499.0,60.0,3852.0,227.0,6979.0,69.0,1659.0,341.0,6396.0,105.0,3841.0,0.0,35.0
ND,2020-05-24,12.0,12.0,109.0,109.0,60.0,60.0,386.0,386.0,28.0,28.0,183.0,183.0,439.0,439.0,0.0,0.0
ND,2020-05-31,2.0,14.0,8.0,117.0,17.0,77.0,31.0,417.0,7.0,35.0,20.0,203.0,36.0,475.0,0.0,0.0
ND,2020-06-07,9.0,23.0,6.0,123.0,12.0,89.0,25.0,442.0,2.0,37.0,13.0,216.0,34.0,509.0,0.0,0.0
ND,2020-06-14,4.0,27.0,4.0,127.0,5.0,94.0,30.0,472.0,1.0,38.0,7.0,223.0,30.0,539.0,0.0,0.0
ND,2020-06-21,4.0,31.0,1.0,128.0,12.0,106.0,32.0,504.0,0.0,38.0,10.0,233.0,27.0,566.0,0.0,0.0
ND,2020-06-28,2.0,33.0,6.0,134.0,6.0,112.0,30.0,534.0,1.0,39.0,19.0,252.0,30.0,596.0,0.0,0.0
ND,2020-07-05,2.0,35.0,2.0,136.0,4.0,116.0,19.0,553.0,0.0,39.0,16.0,268.0,37.0,633.0,0.0,0.0
ND,2020-07-12,3.0,38.0,10.0,146.0,6.0,122.0,24.0,577.0,1.0,40.0,21.0,289.0,39.0,672.0,0.0,0.0
ND,2020-07-19,7.0,45.0,4.0,150.0,12.0,134.0,24.0,601.0,1.0,41.0,9.0,298.0,63.0,735.0,0.0,0.0
ND,2020-07-26,2.0,47.0,20.0,170.0,2.0,136.0,25.0,626.0,2.0,43.0,51.0,349.0,43.0,778.0,0.0,0.0
ND,2020-08-02,5.0,52.0,20.0,190.0,20.0,156.0,20.0,646.0,1.0,44.0,29.0,378.0,46.0,824.0,0.0,0.0
ND,2020-08-09,1.0,53.0,7.0,197.0,7.0,163.0,30.0,676.0,1.0,45.0,40.0,418.0,56.0,880.0,0.0,0.0
ND,2020-08-16,4.0,57.0,32.0,229.0,16.0,179.0,26.0,702.0,1.0,46.0,52.0,470.0,57.0,937.0,2.0,2.0
ND,2020-08-23,6.0,63.0,35.0,264.0,17.0,196.0,34.0,736.0,5.0,51.0,42.0,512.0,59.0,996.0,0.0,2.0
ND,2020-08-30,4.0,67.0,20.0,284.0,7.0,203.0,30.0,766.0,3.0,54.0,60.0,572.0,59.0,1055.0,1.0,3.0
ND,2020-09-06,6.0,73.0,37.0,321.0,4.0,207.0,39.0,805.0,8.0,62.0,78.0,650.0,55.0,1110.0,0.0,3.0
ND,2020-09-13,4.0,77.0,65.0,386.0,18.0,225.0,46.0,851.0,5.0,67.0,75.0,725.0,93.0,1203.0,0.0,3.0
ND,2020-09-20,7.0,84.0,105.0,491.0,26.0,251.0,44.0,895.0,14.0,81.0,139.0,864.0,83.0,1286.0,0.0,3.0
ND,2020-09-27,4.0,88.0,97.0,588.0,17.0,268.0,49.0,944.0,15.0,96.0,156.0,1020.0,99.0,1385.0,0.0,3.0
ND,2020-10-04,6.0,94.0,105.0,693.0,22.0,290.0,62.0,1006.0,31.0,127.0,145.0,1165.0,90.0,1475.0,1.0,4.0
ND,2020-10-11,13.0,107.0,80.0,773.0,40.0,330.0,69.0,1075.0,34.0,161.0,146.0,1311.0,107.0,1582.0,3.0,7.0
ND,2020-10-18,19.0,126.0,78.0,851.0,16.0,346.0,80.0,1155.0,34.0,195.0,180.0,1491.0,100.0,1682.0,0.0,7.0
ND,2020-10-25,13.0,139.0,83.0,934.0,18.0,364.0,48.0,1203.0,11.0,206.0,207.0,1698.0,116.0,1798.0,0.0,7.0
ND,2020-11-01,13.0,152.0,135.0,1069.0,48.0,412.0,55.0,1258.0,25.0,231.0,240.0,1938.0,75.0,1873.0,0.0,7.0
NE,2020-05-24,55.0,55.0,271.0,271.0,243.0,243.0,490.0,490.0,63.0,63.0,172.0,172.0,603.0,603.0,0.0,0.0
NE,2020-05-31,20.0,75.0,21.0,292.0,106.0,349.0,97.0,587.0,13.0,76.0,46.0,218.0,138.0,741.0,0.0,0.0
NE,2020-06-07,31.0,106.0,43.0,335.0,97.0,446.0,88.0,675.0,13.0,89.0,46.0,264.0,112.0,853.0,0.0,0.0
NE,2020-06-14,14.0,120.0,5.0,340.0,20.0,466.0,64.0,739.0,9.0,98.0,25.0,289.0,88.0,941.0,0.0,0.0
NE,2020-06-21,15.0,135.0,19.0,359.0,25.0,491.0,71.0,810.0,4.0,102.0,21.0,310.0,88.0,1029.0,0.0,0.0
NE,2020-06-28,16.0,151.0,19.0,378.0,19.0,510.0,81.0,891.0,12.0,114.0,19.0,329.0,81.0,1110.0,0.0,0.0
NE,2020-07-05,16.0,167.0,2.0,380.0,45.0,555.0,94.0,985.0,12.0,126.0,25.0,354.0,76.0,1186.0,1.0,1.0
NE,2020-07-12,12.0,179.0,11.0,391.0,47.0,602.0,92.0,1077.0,11.0,137.0,32.0,386.0,105.0,1291.0,0.0,1.0
NE,2020-07-19,15.0,194.0,21.0,412.0,26.0,628.0,79.0,1156.0,5.0,142.0,36.0,422.0,87.0,1378.0,0.0,1.0
NE,2020-07-26,7.0,201.0,33.0,445.0,33.0,661.0,78.0,1234.0,4.0,146.0,40.0,462.0,101.0,1479.0,0.0,1.0
NE,2020-08-02,11.0,212.0,47.0,492.0,21.0,682.0,76.0,1310.0,3.0,149.0,53.0,515.0,100.0,1579.0,0.0,1.0
NE,2020-08-09,17.0,229.0,47.0,539.0,21.0,703.0,73.0,1383.0,12.0,161.0,39.0,554.0,73.0,1652.0,0.0,1.0
NE,2020-08-16,11.0,240.0,29.0,568.0,23.0,726.0,93.0,1476.0,11.0,172.0,37.0,591.0,117.0,1769.0,0.0,1.0
NE,2020-08-23,11.0,251.0,39.0,607.0,21.0,747.0,79.0,1555.0,9.0,181.0,37.0,628.0,92.0,1861.0,0.0,1.0
NE,2020-08-30,11.0,262.0,23.0,630.0,16.0,763.0,69.0,1624.0,9.0,190.0,39.0,667.0,91.0,1952.0,0.0,1.0
NE,2020-09-06,13.0,275.0,37.0,667.0,36.0,799.0,81.0,1705.0,10.0,200.0,51.0,718.0,82.0,2034.0,0.0,1.0
NE,2020-09-13,29.0,304.0,49.0,716.0,47.0,846.0,70.0,1775.0,5.0,205.0,55.0,773.0,83.0,2117.0,0.0,1.0
NE,2020-09-20,22.0,326.0,78.0,794.0,26.0,872.0,70.0,1845.0,5.0,210.0,89.0,862.0,101.0,2218.0,1.0,2.0
NE,2020-09-27,17.0,343.0,52.0,846.0,38.0,910.0,72.0,1917.0,10.0,220.0,97.0,959.0,155.0,2373.0,0.0,2.0
NE,2020-10-04,11.0,354.0,61.0,907.0,47.0,957.0,58.0,1975.0,4.0,224.0,124.0,1083.0,89.0,2462.0,0.0,2.0
NE,2020-10-11,18.0,372.0,71.0,978.0,39.0,996.0,66.0,2041.0,13.0,237.0,141.0,1224.0,94.0,2556.0,0.0,2.0
NE,2020-10-18,12.0,384.0,167.0,1145.0,24.0,1020.0,85.0,2126.0,16.0,253.0,173.0,1397.0,87.0,2643.0,0.0,2.0
NE,2020-10-25,34.0,418.0,152.0,1297.0,37.0,1057.0,85.0,2211.0,22.0,275.0,216.0,1613.0,121.0,2764.0,0.0,2.0
NE,2020-11-01,28.0,446.0,189.0,1486.0,49.0,1106.0,85.0,2296.0,29.0,304.0,219.0,1832.0,132.0,2896.0,0.0,2.0
NH,2020-05-24,57.0,57.0,504.0,504.0,361.0,361.0,482.0,482.0,117.0,117.0,251.0,251.0,387.0,387.0,0.0,0.0
NH,2020-05-31,22.0,79.0,128.0,632.0,108.0,469.0,50.0,532.0,24.0,141.0,46.0,297.0,85.0,472.0,1.0,1.0
NH,2020-06-07,13.0,92.0,75.0,707.0,69.0,538.0,56.0,588.0,33.0,174.0,45.0,342.0,86.0,558.0,0.0,1.0
NH,2020-06-14,11.0,103.0,83.0,790.0,68.0,606.0,69.0,657.0,27.0,201.0,54.0,396.0,63.0,621.0,1.0,2.0
NH,2020-06-21,15.0,118.0,70.0,860.0,72.0,678.0,52.0,709.0,11.0,212.0,29.0,425.0,60.0,681.0,0.0,2.0
NH,2020-06-28,18.0,136.0,46.0,906.0,34.0,712.0,51.0,760.0,20.0,232.0,24.0,449.0,53.0,734.0,0.0,2.0
NH,2020-07-05,14.0,150.0,30.0,936.0,29.0,741.0,42.0,802.0,8.0,240.0,14.0,463.0,51.0,785.0,0.0,2.0
NH,2020-07-12,9.0,159.0,9.0,945.0,19.0,760.0,41.0,843.0,8.0,248.0,14.0,477.0,59.0,844.0,0.0,2.0
NH,2020-07-19,13.0,172.0,1.0,946.0,17.0,777.0,35.0,878.0,2.0,250.0,7.0,484.0,30.0,874.0,0.0,2.0
NH,2020-07-26,2.0,174.0,2.0,948.0,8.0,785.0,41.0,919.0,3.0,253.0,5.0,489.0,32.0,906.0,0.0,2.0
NH,2020-08-02,6.0,180.0,4.0,952.0,10.0,795.0,43.0,962.0,1.0,254.0,10.0,499.0,22.0,928.0,0.0,2.0
NH,2020-08-09,11.0,191.0,0.0,952.0,6.0,801.0,42.0,1004.0,0.0,254.0,5.0,504.0,25.0,953.0,0.0,2.0
NH,2020-08-16,0.0,191.0,1.0,953.0,15.0,816.0,34.0,1038.0,0.0,254.0,3.0,507.0,26.0,979.0,0.0,2.0
NH,2020-08-23,0.0,191.0,0.0,953.0,19.0,835.0,47.0,1085.0,0.0,254.0,3.0,510.0,41.0,1020.0,0.0,2.0
NH,2020-08-30,3.0,194.0,2.0,955.0,11.0,846.0,33.0,1118.0,0.0,254.0,9.0,519.0,30.0,1050.0,0.0,2.0
NH,2020-09-06,1.0,195.0,2.0,957.0,15.0,861.0,48.0,1166.0,0.0,254.0,4.0,523.0,22.0,1072.0,0.0,2.0
NH,2020-09-13,2.0,197.0,1.0,958.0,10.0,871.0,35.0,1201.0,1.0,255.0,12.0,535.0,27.0,1099.0,0.0,2.0
NH,2020-09-20,2.0,199.0,4.0,962.0,7.0,878.0,37.0,1238.0,0.0,255.0,18.0,553.0,41.0,1140.0,0.0,2.0
NH,2020-09-27,5.0,204.0,18.0,980.0,46.0,924.0,45.0,1283.0,1.0,256.0,8.0,561.0,45.0,1185.0,0.0,2.0
NH,2020-10-04,2.0,206.0,34.0,1014.0,17.0,941.0,43.0,1326.0,3.0,259.0,20.0,581.0,25.0,1210.0,0.0,2.0
NH,2020-10-11,6.0,212.0,10.0,1024.0,22.0,963.0,38.0,1364.0,6.0,265.0,9.0,590.0,35.0,1245.0,0.0,2.0
NH,2020-10-18,4.0,216.0,20.0,1044.0,20.0,983.0,39.0,1403.0,6.0,271.0,13.0,603.0,44.0,1289.0,0.0,2.0
NH,2020-10-25,3.0,219.0,19.0,1063.0,18.0,1001.0,51.0,1454.0,7.0,278.0,24.0,627.0,38.0,1327.0,0.0,2.0
NH,2020-11-01,1.0,220.0,8.0,1071.0,16.0,1017.0,39.0,1493.0,3.0,281.0,16.0,643.0,42.0,1369.0,0.0,2.0
NJ,2020-05-24,2686.0,2686.0,9751.0,9751.0,2661.0,2661.0,4622.0,4622.0,2913.0,2913.0,4433.0,4433.0,1451.0,1451.0,59.0,59.0
NJ,2020-05-31,475.0,3161.0,1035.0,10786.0,290.0,2951.0,508.0,5130.0,246.0,3159.0,1028.0,5461.0,187.0,1638.0,6.0,65.0
NJ,2020-06-07,380.0,3541.0,657.0,11443.0,118.0,3069.0,497.0,5627.0,214.0,3373.0,556.0,6017.0,68.0,1706.0,9.0,74.0
NJ,2020-06-14,342.0,3883.0,311.0,11754.0,108.0,3177.0,333.0,5960.0,123.0,3496.0,262.0,6279.0,137.0,1843.0,7.0,81.0
NJ,2020-06-21,302.0,4185.0,216.0,11970.0,59.0,3236.0,204.0,6164.0,81.0,3577.0,152.0,6431.0,47.0,1890.0,1.0,82.0
NJ,2020-06-28,252.0,4437.0,130.0,12100.0,124.0,3360.0,231.0,6395.0,62.0,3639.0,161.0,6592.0,44.0,1934.0,4.0,86.0
NJ,2020-07-05,231.0,4668.0,99.0,12199.0,79.0,3439.0,209.0,6604.0,70.0,3709.0,107.0,6699.0,26.0,1960.0,2.0,88.0
NJ,2020-07-12,161.0,4829.0,65.0,12264.0,36.0,3475.0,215.0,6819.0,66.0,3775.0,98.0,6797.0,24.0,1984.0,3.0,91.0
NJ,2020-07-19,166.0,4995.0,67.0,12331.0,36.0,3511.0,221.0,7040.0,97.0,3872.0,74.0,6871.0,19.0,2003.0,2.0,93.0
NJ,2020-07-26,119.0,5114.0,42.0,12373.0,47.0,3558.0,141.0,7181.0,17.0,3889.0,84.0,6955.0,8.0,2011.0,1.0,94.0
NJ,2020-08-02,108.0,5222.0,69.0,12442.0,45.0,3603.0,167.0,7348.0,64.0,3953.0,98.0,7053.0,9.0,2020.0,0.0,94.0
NJ,2020-08-09,81.0,5303.0,42.0,12484.0,29.0,3632.0,137.0,7485.0,33.0,3986.0,87.0,7140.0,12.0,2032.0,1.0,95.0
NJ,2020-08-16,103.0,5406.0,16.0,12500.0,54.0,3686.0,167.0,7652.0,32.0,4018.0,65.0,7205.0,9.0,2041.0,5.0,100.0
NJ,2020-08-23,73.0,5479.0,15.0,12515.0,36.0,3722.0,151.0,7803.0,6.0,4024.0,65.0,7270.0,15.0,2056.0,1.0,101.0
NJ,2020-08-30,49.0,5528.0,34.0,12549.0,23.0,3745.0,155.0,7958.0,8.0,4032.0,65.0,7335.0,14.0,2070.0,0.0,101.0
NJ,2020-09-06,89.0,5617.0,61.0,12610.0,25.0,3770.0,164.0,8122.0,8.0,4040.0,93.0,7428.0,10.0,2080.0,0.0,101.0
NJ,2020-09-13,88.0,5705.0,51.0,12661.0,22.0,3792.0,145.0,8267.0,11.0,4051.0,75.0,7503.0,12.0,2092.0,0.0,101.0
NJ,2020-09-20,75.0,5780.0,65.0,12726.0,26.0,3818.0,154.0,8421.0,9.0,4060.0,68.0,7571.0,21.0,2113.0,0.0,101.0
NJ,2020-09-27,93.0,5873.0,52.0,12778.0,33.0,3851.0,134.0,8555.0,10.0,4070.0,68.0,7639.0,13.0,2126.0,0.0,101.0
NJ,2020-10-04,92.0,5965.0,39.0,12817.0,38.0,3889.0,131.0,8686.0,10.0,4080.0,58.0,7697.0,11.0,2137.0,0.0,101.0
NJ,2020-10-11,135.0,6100.0,49.0,12866.0,29.0,3918.0,154.0,8840.0,10.0,4090.0,83.0,7780.0,23.0,2160.0,0.0,101.0
NJ,2020-10-18,145.0,6245.0,78.0,12944.0,28.0,3946.0,123.0,8963.0,9.0,4099.0,78.0,7858.0,25.0,2185.0,0.0,101.0
NJ,2020-10-25,101.0,6346.0,96.0,13040.0,23.0,3969.0,161.0,9124.0,17.0,4116.0,106.0,7964.0,26.0,2211.0,0.0,101.0
NJ,2020-11-01,117.0,6463.0,99.0,13139.0,20.0,3989.0,127.0,9251.0,11.0,4127.0,156.0,8120.0,22.0,2233.0,1.0,102.0
NM,2020-05-24,83.0,83.0,199.0,199.0,80.0,80.0,275.0,275.0,68.0,68.0,163.0,163.0,20.0,20.0,1.0,1.0
NM,2020-05-31,26.0,109.0,23.0,222.0,8.0,88.0,34.0,309.0,6.0,74.0,8.0,171.0,12.0,32.0,0.0,1.0
NM,2020-06-07,26.0,135.0,29.0,251.0,15.0,103.0,34.0,343.0,5.0,79.0,15.0,186.0,4.0,36.0,0.0,1.0
NM,2020-06-14,16.0,151.0,10.0,261.0,8.0,111.0,43.0,386.0,8.0,87.0,13.0,199.0,5.0,41.0,0.0,1.0
NM,2020-06-21,23.0,174.0,1.0,262.0,6.0,117.0,31.0,417.0,5.0,92.0,15.0,214.0,5.0,46.0,0.0,1.0
NM,2020-06-28,9.0,183.0,25.0,287.0,5.0,122.0,28.0,445.0,4.0,96.0,22.0,236.0,1.0,47.0,0.0,1.0
NM,2020-07-05,16.0,199.0,36.0,323.0,3.0,125.0,22.0,467.0,5.0,101.0,21.0,257.0,9.0,56.0,0.0,1.0
NM,2020-07-12,3.0,202.0,15.0,338.0,8.0,133.0,35.0,502.0,7.0,108.0,30.0,287.0,25.0,81.0,0.0,1.0
NM,2020-07-19,6.0,208.0,72.0,410.0,15.0,148.0,42.0,544.0,23.0,131.0,49.0,336.0,27.0,108.0,0.0,1.0
NM,2020-07-26,15.0,223.0,41.0,451.0,3.0,151.0,63.0,607.0,29.0,160.0,36.0,372.0,20.0,128.0,0.0,1.0
NM,2020-08-02,8.0,231.0,38.0,489.0,3.0,154.0,24.0,631.0,7.0,167.0,31.0,403.0,12.0,140.0,0.0,1.0
NM,2020-08-09,11.0,242.0,22.0,511.0,2.0,156.0,29.0,660.0,4.0,171.0,13.0,416.0,13.0,153.0,0.0,1.0
NM,2020-08-16,29.0,271.0,29.0,540.0,4.0,160.0,31.0,691.0,4.0,175.0,20.0,436.0,4.0,157.0,0.0,1.0
NM,2020-08-23,26.0,297.0,21.0,561.0,5.0,165.0,39.0,730.0,4.0,179.0,25.0,461.0,4.0,161.0,0.0,1.0
NM,2020-08-30,33.0,330.0,15.0,576.0,6.0,171.0,26.0,756.0,1.0,180.0,12.0,473.0,4.0,165.0,0.0,1.0
NM,2020-09-06,20.0,350.0,13.0,589.0,5.0,176.0,29.0,785.0,1.0,181.0,14.0,487.0,7.0,172.0,0.0,1.0
NM,2020-09-13,16.0,366.0,16.0,605.0,6.0,182.0,27.0,812.0,6.0,187.0,11.0,498.0,3.0,175.0,0.0,1.0
NM,2020-09-20,25.0,391.0,5.0,610.0,2.0,184.0,25.0,837.0,3.0,190.0,6.0,504.0,17.0,192.0,0.0,1.0
NM,2020-09-27,20.0,411.0,17.0,627.0,13.0,197.0,32.0,869.0,0.0,190.0,12.0,516.0,3.0,195.0,0.0,1.0
NM,2020-10-04,10.0,421.0,12.0,639.0,3.0,200.0,30.0,899.0,2.0,192.0,16.0,532.0,16.0,211.0,0.0,1.0
NM,2020-10-11,26.0,447.0,18.0,657.0,2.0,202.0,29.0,928.0,3.0,195.0,11.0,543.0,3.0,214.0,0.0,1.0
NM,2020-10-18,19.0,466.0,20.0,677.0,5.0,207.0,22.0,950.0,2.0,197.0,48.0,591.0,8.0,222.0,0.0,1.0
NM,2020-10-25,34.0,500.0,113.0,790.0,4.0,211.0,33.0,983.0,1.0,198.0,77.0,668.0,20.0,242.0,1.0,2.0
NM,2020-11-01,22.0,522.0,144.0,934.0,32.0,243.0,32.0,1015.0,5.0,203.0,106.0,774.0,26.0,268.0,0.0,2.0
NV,2020-05-24,217.0,217.0,458.0,458.0,500.0,500.0,199.0,199.0,96.0,96.0,339.0,339.0,380.0,380.0,1.0,1.0
NV,2020-05-31,17.0,234.0,32.0,490.0,59.0,559.0,21.0,220.0,3.0,99.0,25.0,364.0,16.0,396.0,0.0,1.0
NV,2020-06-07,34.0,268.0,26.0,516.0,32.0,591.0,29.0,249.0,8.0,107.0,34.0,398.0,19.0,415.0,1.0,2.0
NV,2020-06-14,15.0,283.0,14.0,530.0,68.0,659.0,21.0,270.0,4.0,111.0,13.0,411.0,19.0,434.0,0.0,2.0
NV,2020-06-21,14.0,297.0,11.0,541.0,81.0,740.0,13.0,283.0,2.0,113.0,12.0,423.0,21.0,455.0,0.0,2.0
NV,2020-06-28,26.0,323.0,26.0,567.0,74.0,814.0,14.0,297.0,0.0,113.0,11.0,434.0,48.0,503.0,0.0,2.0
NV,2020-07-05,23.0,346.0,62.0,629.0,40.0,854.0,19.0,316.0,5.0,118.0,60.0,494.0,52.0,555.0,1.0,3.0
NV,2020-07-12,44.0,390.0,31.0,660.0,37.0,891.0,30.0,346.0,6.0,124.0,44.0,538.0,70.0,625.0,0.0,3.0
NV,2020-07-19,32.0,422.0,69.0,729.0,42.0,933.0,22.0,368.0,3.0,127.0,40.0,578.0,52.0,677.0,0.0,3.0
NV,2020-07-26,32.0,454.0,37.0,766.0,28.0,961.0,28.0,396.0,7.0,134.0,37.0,615.0,45.0,722.0,1.0,4.0
NV,2020-08-02,24.0,478.0,72.0,838.0,28.0,989.0,25.0,421.0,9.0,143.0,69.0,684.0,70.0,792.0,0.0,4.0
NV,2020-08-09,40.0,518.0,127.0,965.0,23.0,1012.0,27.0,448.0,7.0,150.0,48.0,732.0,34.0,826.0,0.0,4.0
NV,2020-08-16,41.0,559.0,100.0,1065.0,30.0,1042.0,36.0,484.0,12.0,162.0,104.0,836.0,39.0,865.0,0.0,4.0
NV,2020-08-23,57.0,616.0,42.0,1107.0,25.0,1067.0,34.0,518.0,10.0,172.0,42.0,878.0,30.0,895.0,1.0,5.0
NV,2020-08-30,44.0,660.0,64.0,1171.0,25.0,1092.0,25.0,543.0,8.0,180.0,37.0,915.0,26.0,921.0,0.0,5.0
NV,2020-09-06,52.0,712.0,38.0,1209.0,23.0,1115.0,35.0,578.0,9.0,189.0,39.0,954.0,13.0,934.0,1.0,6.0
NV,2020-09-13,45.0,757.0,10.0,1219.0,16.0,1131.0,32.0,610.0,6.0,195.0,21.0,975.0,12.0,946.0,0.0,6.0
NV,2020-09-20,38.0,795.0,20.0,1239.0,31.0,1162.0,39.0,649.0,8.0,203.0,42.0,1017.0,17.0,963.0,0.0,6.0
NV,2020-09-27,45.0,840.0,16.0,1255.0,10.0,1172.0,22.0,671.0,4.0,207.0,23.0,1040.0,14.0,977.0,0.0,6.0
NV,2020-10-04,23.0,863.0,12.0,1267.0,14.0,1186.0,33.0,704.0,2.0,209.0,31.0,1071.0,7.0,984.0,0.0,6.0
NV,2020-10-11,22.0,885.0,15.0,1282.0,13.0,1199.0,26.0,730.0,2.0,211.0,42.0,1113.0,10.0,994.0,0.0,6.0
NV,2020-10-18,40.0,925.0,12.0,1294.0,23.0,1222.0,32.0,762.0,2.0,213.0,30.0,1143.0,13.0,1007.0,0.0,6.0
NV,2020-10-25,37.0,962.0,25.0,1319.0,11.0,1233.0,26.0,788.0,3.0,216.0,47.0,1190.0,11.0,1018.0,0.0,6.0
NV,2020-11-01,35.0,997.0,35.0,1354.0,10.0,1243.0,25.0,813.0,7.0,223.0,30.0,1220.0,11.0,1029.0,0.0,6.0
NY,2020-05-24,4964.0,4964.0,8336.0,8336.0,5107.0,5107.0,7107.0,7107.0,3655.0,3655.0,5135.0,5135.0,2681.0,2681.0,43.0,43.0
NY,2020-05-31,552.0,5516.0,1113.0,9449.0,321.0,5428.0,643.0,7750.0,255.0,3910.0,2207.0,7342.0,203.0,2884.0,2.0,45.0
NY,2020-06-07,718.0,6234.0,1109.0,10558.0,387.0,5815.0,735.0,8485.0,243.0,4153.0,1735.0,9077.0,231.0,3115.0,2.0,47.0
NY,2020-06-14,572.0,6806.0,809.0,11367.0,220.0,6035.0,562.0,9047.0,185.0,4338.0,1010.0,10087.0,127.0,3242.0,0.0,47.0
NY,2020-06-21,506.0,7312.0,444.0,11811.0,172.0,6207.0,448.0,9495.0,70.0,4408.0,901.0,10988.0,73.0,3315.0,1.0,48.0
NY,2020-06-28,404.0,7716.0,288.0,12099.0,184.0,6391.0,441.0,9936.0,54.0,4462.0,771.0,11759.0,65.0,3380.0,0.0,48.0
NY,2020-07-05,358.0,8074.0,158.0,12257.0,151.0,6542.0,421.0,10357.0,40.0,4502.0,500.0,12259.0,57.0,3437.0,1.0,49.0
NY,2020-07-12,269.0,8343.0,141.0,12398.0,116.0,6658.0,411.0,10768.0,24.0,4526.0,430.0,12689.0,60.0,3497.0,0.0,49.0
NY,2020-07-19,247.0,8590.0,159.0,12557.0,91.0,6749.0,418.0,11186.0,17.0,4543.0,357.0,13046.0,80.0,3577.0,1.0,50.0
NY,2020-07-26,218.0,8808.0,102.0,12659.0,111.0,6860.0,375.0,11561.0,22.0,4565.0,367.0,13413.0,86.0,3663.0,4.0,54.0
NY,2020-08-02,191.0,8999.0,76.0,12735.0,84.0,6944.0,411.0,11972.0,16.0,4581.0,266.0,13679.0,41.0,3704.0,0.0,54.0
NY,2020-08-09,159.0,9158.0,99.0,12834.0,46.0,6990.0,410.0,12382.0,13.0,4594.0,216.0,13895.0,45.0,3749.0,1.0,55.0
NY,2020-08-16,128.0,9286.0,62.0,12896.0,51.0,7041.0,431.0,12813.0,9.0,4603.0,192.0,14087.0,52.0,3801.0,0.0,55.0
NY,2020-08-23,111.0,9397.0,41.0,12937.0,53.0,7094.0,373.0,13186.0,13.0,4616.0,243.0,14330.0,60.0,3861.0,0.0,55.0
NY,2020-08-30,98.0,9495.0,75.0,13005.0,44.0,7134.0,407.0,13590.0,9.0,4624.0,189.0,14508.0,62.0,3923.0,0.0,55.0
NY,2020-09-06,94.0,9589.0,41.0,13046.0,38.0,7172.0,392.0,13982.0,8.0,4632.0,232.0,14740.0,44.0,3967.0,0.0,55.0
NY,2020-09-13,68.0,9657.0,52.0,13098.0,35.0,7207.0,427.0,14409.0,13.0,4645.0,152.0,14892.0,45.0,4012.0,0.0,55.0
NY,2020-09-20,62.0,9719.0,60.0,13158.0,63.0,7270.0,451.0,14860.0,10.0,4655.0,163.0,15055.0,45.0,4057.0,0.0,55.0
NY,2020-09-27,68.0,9787.0,89.0,13247.0,84.0,7354.0,429.0,15289.0,4.0,4659.0,149.0,15204.0,59.0,4116.0,0.0,55.0
NY,2020-10-04,79.0,9866.0,177.0,13424.0,31.0,7385.0,441.0,15730.0,12.0,4671.0,196.0,15400.0,68.0,4184.0,0.0,55.0
NY,2020-10-11,68.0,9934.0,138.0,13562.0,75.0,7460.0,458.0,16188.0,16.0,4687.0,186.0,15586.0,73.0,4257.0,0.0,55.0
NY,2020-10-18,63.0,9997.0,123.0,13685.0,51.0,7511.0,455.0,16643.0,26.0,4713.0,173.0,15759.0,48.0,4305.0,1.0,56.0
NY,2020-10-25,56.0,10053.0,253.0,13938.0,65.0,7576.0,450.0,17093.0,22.0,4735.0,290.0,16049.0,49.0,4354.0,0.0,56.0
NY,2020-11-01,63.0,10116.0,164.0,14102.0,35.0,7611.0,440.0,17533.0,21.0,4756.0,332.0,16381.0,45.0,4399.0,0.0,56.0
OH,2020-05-24,704.0,704.0,2714.0,2714.0,1427.0,1427.0,3233.0,3233.0,793.0,793.0,1345.0,1345.0,1156.0,1156.0,10.0,10.0
OH,2020-05-31,218.0,922.0,411.0,3125.0,273.0,1700.0,642.0,3875.0,159.0,952.0,303.0,1648.0,222.0,1378.0,3.0,13.0
OH,2020-06-07,190.0,1112.0,275.0,3400.0,219.0,1919.0,501.0,4376.0,97.0,1049.0,161.0,1809.0,144.0,1522.0,3.0,16.0
OH,2020-06-14,191.0,1303.0,305.0,3705.0,173.0,2092.0,471.0,4847.0,69.0,1118.0,118.0,1927.0,134.0,1656.0,2.0,18.0
OH,2020-06-21,142.0,1445.0,189.0,3894.0,119.0,2211.0,378.0,5225.0,55.0,1173.0,161.0,2088.0,133.0,1789.0,0.0,18.0
OH,2020-06-28,154.0,1599.0,294.0,4188.0,202.0,2413.0,400.0,5625.0,51.0,1224.0,245.0,2333.0,166.0,1955.0,2.0,20.0
OH,2020-07-05,167.0,1766.0,241.0,4429.0,181.0,2594.0,451.0,6075.0,41.0,1265.0,329.0,2661.0,174.0,2129.0,0.0,20.0
