Provider State,Week Ending,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths
OH,2020-07-12,158.0,1924.0,260.0,4689.0,237.0,2831.0,449.0,6524.0,52.0,1317.0,294.0,2955.0,182.0,2311.0,0.0,20.0
OH,2020-07-19,165.0,2089.0,312.0,5001.0,192.0,3023.0,401.0,6925.0,41.0,1358.0,308.0,3263.0,163.0,2474.0,0.0,20.0
OH,2020-07-26,162.0,2251.0,331.0,5332.0,175.0,3198.0,374.0,7299.0,72.0,1430.0,294.0,3557.0,172.0,2646.0,0.0,20.0
OH,2020-08-02,172.0,2423.0,329.0,5661.0,210.0,3408.0,378.0,7677.0,60.0,1490.0,319.0,3876.0,194.0,2840.0,0.0,20.0
OH,2020-08-09,155.0,2578.0,324.0,5985.0,170.0,3578.0,375.0,8052.0,58.0,1548.0,333.0,4209.0,187.0,3027.0,0.0,20.0
OH,2020-08-16,156.0,2734.0,400.0,6385.0,214.0,3792.0,417.0,8469.0,60.0,1608.0,383.0,4592.0,180.0,3207.0,0.0,20.0
OH,2020-08-23,174.0,2908.0,378.0,6763.0,236.0,4028.0,391.0,8860.0,73.0,1681.0,331.0,4923.0,153.0,3360.0,1.0,21.0
OH,2020-08-30,130.0,3038.0,410.0,7173.0,236.0,4264.0,426.0,9286.0,88.0,1769.0,417.0,5338.0,151.0,3510.0,1.0,22.0
OH,2020-09-06,128.0,3166.0,410.0,7583.0,135.0,4399.0,430.0,9716.0,97.0,1866.0,402.0,5740.0,133.0,3643.0,0.0,22.0
OH,2020-09-13,103.0,3269.0,448.0,8031.0,135.0,4534.0,357.0,10073.0,69.0,1935.0,317.0,6057.0,121.0,3764.0,1.0,23.0
OH,2020-09-20,120.0,3389.0,409.0,8440.0,106.0,4640.0,389.0,10462.0,69.0,2004.0,357.0,6414.0,107.0,3871.0,1.0,24.0
OH,2020-09-27,137.0,3526.0,297.0,8737.0,105.0,4745.0,412.0,10874.0,73.0,2077.0,277.0,6691.0,101.0,3972.0,0.0,24.0
OH,2020-10-04,128.0,3654.0,428.0,9165.0,109.0,4854.0,406.0,11280.0,71.0,2148.0,361.0,7052.0,97.0,4069.0,0.0,24.0
OH,2020-10-11,119.0,3773.0,462.0,9627.0,142.0,4996.0,425.0,11705.0,68.0,2216.0,428.0,7480.0,188.0,4257.0,2.0,26.0
OH,2020-10-18,152.0,3925.0,672.0,10299.0,162.0,5158.0,452.0,12157.0,69.0,2285.0,552.0,8032.0,206.0,4463.0,1.0,27.0
OH,2020-10-25,183.0,4108.0,825.0,11124.0,175.0,5333.0,456.0,12613.0,96.0,2381.0,682.0,8714.0,190.0,4653.0,0.0,27.0
OH,2020-11-01,180.0,4288.0,1049.0,12173.0,245.0,5578.0,378.0,12991.0,84.0,2465.0,770.0,9484.0,185.0,4838.0,0.0,27.0
OK,2020-05-24,100.0,100.0,315.0,315.0,148.0,148.0,402.0,402.0,63.0,63.0,223.0,223.0,268.0,268.0,0.0,0.0
OK,2020-05-31,24.0,124.0,19.0,334.0,45.0,193.0,74.0,476.0,11.0,74.0,15.0,238.0,33.0,301.0,0.0,0.0
OK,2020-06-07,31.0,155.0,67.0,401.0,45.0,238.0,71.0,547.0,8.0,82.0,49.0,287.0,31.0,332.0,1.0,1.0
OK,2020-06-14,21.0,176.0,30.0,431.0,30.0,268.0,72.0,619.0,5.0,87.0,43.0,330.0,32.0,364.0,1.0,2.0
OK,2020-06-21,20.0,196.0,30.0,461.0,43.0,311.0,96.0,715.0,12.0,99.0,18.0,348.0,49.0,413.0,0.0,2.0
OK,2020-06-28,23.0,219.0,25.0,486.0,104.0,415.0,80.0,795.0,5.0,104.0,42.0,390.0,84.0,497.0,0.0,2.0
OK,2020-07-05,24.0,243.0,46.0,532.0,84.0,499.0,70.0,865.0,5.0,109.0,26.0,416.0,108.0,605.0,0.0,2.0
OK,2020-07-12,34.0,277.0,71.0,603.0,69.0,568.0,89.0,954.0,11.0,120.0,47.0,463.0,92.0,697.0,3.0,5.0
OK,2020-07-19,33.0,310.0,106.0,709.0,72.0,640.0,96.0,1050.0,14.0,134.0,73.0,536.0,164.0,861.0,0.0,5.0
OK,2020-07-26,20.0,330.0,103.0,812.0,94.0,734.0,94.0,1144.0,13.0,147.0,116.0,652.0,188.0,1049.0,0.0,5.0
OK,2020-08-02,31.0,361.0,90.0,902.0,88.0,822.0,101.0,1245.0,18.0,165.0,79.0,731.0,122.0,1171.0,0.0,5.0
OK,2020-08-09,35.0,396.0,201.0,1103.0,93.0,915.0,116.0,1361.0,20.0,185.0,98.0,829.0,121.0,1292.0,0.0,5.0
OK,2020-08-16,41.0,437.0,171.0,1274.0,98.0,1013.0,114.0,1475.0,24.0,209.0,99.0,928.0,129.0,1421.0,0.0,5.0
OK,2020-08-23,43.0,480.0,157.0,1431.0,61.0,1074.0,121.0,1596.0,32.0,241.0,104.0,1032.0,105.0,1526.0,3.0,8.0
OK,2020-08-30,57.0,537.0,191.0,1622.0,58.0,1132.0,105.0,1701.0,21.0,262.0,126.0,1158.0,91.0,1617.0,0.0,8.0
OK,2020-09-06,51.0,588.0,170.0,1792.0,40.0,1172.0,90.0,1791.0,20.0,282.0,143.0,1301.0,68.0,1685.0,1.0,9.0
OK,2020-09-13,40.0,628.0,131.0,1923.0,20.0,1192.0,93.0,1884.0,19.0,301.0,178.0,1479.0,66.0,1751.0,1.0,10.0
OK,2020-09-20,50.0,678.0,108.0,2031.0,28.0,1220.0,105.0,1989.0,23.0,324.0,153.0,1632.0,54.0,1805.0,0.0,10.0
OK,2020-09-27,45.0,723.0,121.0,2152.0,66.0,1286.0,84.0,2073.0,13.0,337.0,164.0,1796.0,86.0,1891.0,2.0,12.0
OK,2020-10-04,50.0,773.0,187.0,2339.0,34.0,1320.0,99.0,2172.0,28.0,365.0,184.0,1980.0,66.0,1957.0,1.0,13.0
OK,2020-10-11,61.0,834.0,285.0,2624.0,42.0,1362.0,97.0,2269.0,19.0,384.0,226.0,2206.0,64.0,2021.0,0.0,13.0
OK,2020-10-18,82.0,916.0,316.0,2940.0,48.0,1410.0,105.0,2374.0,45.0,429.0,244.0,2450.0,97.0,2118.0,0.0,13.0
OK,2020-10-25,70.0,986.0,302.0,3242.0,66.0,1476.0,119.0,2493.0,43.0,472.0,192.0,2642.0,61.0,2179.0,1.0,14.0
OK,2020-11-01,58.0,1044.0,273.0,3515.0,44.0,1520.0,118.0,2611.0,44.0,516.0,248.0,2890.0,55.0,2234.0,3.0,17.0
OR,2020-05-24,82.0,82.0,98.0,98.0,263.0,263.0,233.0,233.0,24.0,24.0,63.0,63.0,205.0,205.0,0.0,0.0
OR,2020-05-31,20.0,102.0,4.0,100.0,18.0,281.0,53.0,286.0,2.0,26.0,3.0,66.0,49.0,254.0,0.0,0.0
OR,2020-06-07,24.0,126.0,37.0,137.0,69.0,350.0,65.0,351.0,2.0,28.0,5.0,71.0,28.0,282.0,0.0,0.0
OR,2020-06-14,11.0,137.0,9.0,146.0,44.0,394.0,74.0,425.0,8.0,36.0,37.0,108.0,37.0,319.0,0.0,0.0
OR,2020-06-21,23.0,160.0,11.0,157.0,29.0,423.0,76.0,501.0,5.0,41.0,25.0,133.0,36.0,355.0,0.0,0.0
OR,2020-06-28,17.0,177.0,12.0,169.0,22.0,445.0,66.0,567.0,0.0,41.0,13.0,146.0,39.0,394.0,0.0,0.0
OR,2020-07-05,18.0,195.0,20.0,189.0,33.0,478.0,76.0,643.0,4.0,45.0,24.0,170.0,76.0,470.0,0.0,0.0
OR,2020-07-12,14.0,209.0,10.0,199.0,18.0,496.0,68.0,711.0,3.0,48.0,18.0,188.0,45.0,515.0,0.0,0.0
OR,2020-07-19,22.0,231.0,25.0,224.0,40.0,536.0,68.0,779.0,5.0,53.0,19.0,207.0,54.0,569.0,0.0,0.0
OR,2020-07-26,17.0,248.0,44.0,268.0,19.0,555.0,67.0,846.0,4.0,57.0,41.0,248.0,48.0,617.0,0.0,0.0
OR,2020-08-02,16.0,264.0,21.0,289.0,26.0,581.0,70.0,916.0,2.0,59.0,34.0,282.0,35.0,652.0,0.0,0.0
OR,2020-08-09,24.0,288.0,27.0,316.0,38.0,619.0,78.0,994.0,5.0,64.0,26.0,308.0,55.0,707.0,0.0,0.0
OR,2020-08-16,26.0,314.0,13.0,329.0,30.0,649.0,94.0,1088.0,5.0,69.0,24.0,332.0,42.0,749.0,0.0,0.0
OR,2020-08-23,11.0,325.0,12.0,341.0,9.0,658.0,81.0,1169.0,1.0,70.0,17.0,349.0,37.0,786.0,0.0,0.0
OR,2020-08-30,13.0,338.0,13.0,354.0,36.0,694.0,90.0,1259.0,5.0,75.0,22.0,371.0,32.0,818.0,0.0,0.0
OR,2020-09-06,27.0,365.0,32.0,386.0,38.0,732.0,100.0,1359.0,2.0,77.0,24.0,395.0,42.0,860.0,0.0,0.0
OR,2020-09-13,21.0,386.0,44.0,430.0,27.0,759.0,99.0,1458.0,6.0,83.0,18.0,413.0,40.0,900.0,0.0,0.0
OR,2020-09-20,23.0,409.0,22.0,452.0,20.0,779.0,106.0,1564.0,7.0,90.0,36.0,449.0,33.0,933.0,0.0,0.0
OR,2020-09-27,47.0,456.0,15.0,467.0,23.0,802.0,96.0,1660.0,3.0,93.0,34.0,483.0,34.0,967.0,0.0,0.0
OR,2020-10-04,32.0,488.0,36.0,503.0,31.0,833.0,116.0,1776.0,1.0,94.0,47.0,530.0,40.0,1007.0,0.0,0.0
OR,2020-10-11,19.0,507.0,28.0,531.0,24.0,857.0,117.0,1893.0,7.0,101.0,24.0,554.0,49.0,1056.0,0.0,0.0
OR,2020-10-18,38.0,545.0,12.0,543.0,8.0,865.0,120.0,2013.0,8.0,109.0,38.0,592.0,31.0,1087.0,0.0,0.0
OR,2020-10-25,23.0,568.0,15.0,558.0,13.0,878.0,127.0,2140.0,3.0,112.0,35.0,627.0,31.0,1118.0,0.0,0.0
OR,2020-11-01,9.0,577.0,12.0,570.0,10.0,888.0,90.0,2230.0,0.0,112.0,30.0,657.0,12.0,1130.0,1.0,1.0
PA,2020-05-24,1974.0,1974.0,7892.0,7892.0,4149.0,4149.0,7404.0,7404.0,2303.0,2303.0,3345.0,3345.0,2583.0,2583.0,10.0,10.0
PA,2020-05-31,330.0,2304.0,682.0,8574.0,648.0,4797.0,1071.0,8475.0,241.0,2544.0,337.0,3682.0,364.0,2947.0,1.0,11.0
PA,2020-06-07,303.0,2607.0,475.0,9049.0,575.0,5372.0,1124.0,9599.0,215.0,2759.0,315.0,3997.0,444.0,3391.0,2.0,13.0
PA,2020-06-14,234.0,2841.0,357.0,9406.0,451.0,5823.0,1143.0,10742.0,116.0,2875.0,194.0,4191.0,386.0,3777.0,1.0,14.0
PA,2020-06-21,195.0,3036.0,356.0,9762.0,414.0,6237.0,1023.0,11765.0,89.0,2964.0,242.0,4433.0,290.0,4067.0,2.0,16.0
PA,2020-06-28,157.0,3193.0,487.0,10249.0,330.0,6567.0,1066.0,12831.0,111.0,3075.0,325.0,4758.0,266.0,4333.0,2.0,18.0
PA,2020-07-05,132.0,3325.0,266.0,10515.0,388.0,6955.0,1237.0,14068.0,112.0,3187.0,356.0,5114.0,297.0,4630.0,1.0,19.0
PA,2020-07-12,146.0,3471.0,243.0,10758.0,349.0,7304.0,1151.0,15219.0,74.0,3261.0,345.0,5459.0,344.0,4974.0,1.0,20.0
PA,2020-07-19,146.0,3617.0,298.0,11056.0,297.0,7601.0,1161.0,16380.0,53.0,3314.0,445.0,5904.0,341.0,5315.0,0.0,20.0
PA,2020-07-26,108.0,3725.0,380.0,11436.0,207.0,7808.0,801.0,17181.0,111.0,3425.0,357.0,6261.0,289.0,5604.0,1.0,21.0
PA,2020-08-02,119.0,3844.0,291.0,11727.0,264.0,8072.0,601.0,17782.0,50.0,3475.0,267.0,6528.0,246.0,5850.0,0.0,21.0
PA,2020-08-09,111.0,3955.0,276.0,12003.0,341.0,8413.0,769.0,18551.0,81.0,3556.0,246.0,6774.0,284.0,6134.0,0.0,21.0
PA,2020-08-16,84.0,4039.0,238.0,12241.0,253.0,8666.0,930.0,19481.0,65.0,3621.0,197.0,6971.0,316.0,6450.0,1.0,22.0
PA,2020-08-23,83.0,4122.0,238.0,12479.0,168.0,8834.0,865.0,20346.0,50.0,3671.0,169.0,7140.0,272.0,6722.0,0.0,22.0
PA,2020-08-30,67.0,4189.0,196.0,12675.0,196.0,9030.0,679.0,21025.0,43.0,3714.0,195.0,7335.0,232.0,6954.0,0.0,22.0
PA,2020-09-06,79.0,4268.0,215.0,12890.0,174.0,9204.0,682.0,21707.0,65.0,3779.0,215.0,7550.0,241.0,7195.0,1.0,23.0
PA,2020-09-13,61.0,4329.0,267.0,13157.0,165.0,9369.0,651.0,22358.0,29.0,3808.0,204.0,7754.0,211.0,7406.0,1.0,24.0
PA,2020-09-20,52.0,4381.0,237.0,13394.0,211.0,9580.0,763.0,23121.0,66.0,3874.0,233.0,7987.0,259.0,7665.0,0.0,24.0
PA,2020-09-27,57.0,4438.0,276.0,13670.0,157.0,9737.0,753.0,23874.0,71.0,3945.0,188.0,8175.0,251.0,7916.0,0.0,24.0
PA,2020-10-04,62.0,4500.0,348.0,14018.0,189.0,9926.0,737.0,24611.0,70.0,4015.0,236.0,8411.0,290.0,8206.0,1.0,25.0
PA,2020-10-11,107.0,4607.0,375.0,14393.0,216.0,10142.0,831.0,25442.0,80.0,4095.0,256.0,8667.0,347.0,8553.0,1.0,26.0
PA,2020-10-18,110.0,4717.0,361.0,14754.0,249.0,10391.0,687.0,26129.0,81.0,4176.0,310.0,8977.0,349.0,8902.0,0.0,26.0
PA,2020-10-25,100.0,4817.0,644.0,15398.0,222.0,10613.0,702.0,26831.0,89.0,4265.0,448.0,9425.0,403.0,9305.0,0.0,26.0
PA,2020-11-01,122.0,4939.0,610.0,16008.0,249.0,10862.0,972.0,27803.0,102.0,4367.0,462.0,9887.0,377.0,9682.0,0.0,26.0
PR,2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
PR,2020-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PR,2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
PR,2020-07-19,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0
PR,2020-07-26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
PR,2020-08-02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
PR,2020-08-09,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
PR,2020-08-16,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
PR,2020-08-23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
PR,2020-08-30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0
PR,2020-09-06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0
PR,2020-09-13,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0
PR,2020-09-20,0.0,0.0,5.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,8.0,2.0,9.0,0.0,0.0
PR,2020-09-27,1.0,1.0,1.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,12.0,2.0,11.0,0.0,0.0
PR,2020-10-04,2.0,3.0,0.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,16.0,0.0,11.0,0.0,0.0
PR,2020-10-11,0.0,3.0,0.0,8.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,18.0,0.0,11.0,0.0,0.0
PR,2020-10-18,0.0,3.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,18.0,2.0,13.0,0.0,0.0
PR,2020-10-25,0.0,3.0,2.0,10.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,21.0,0.0,13.0,0.0,0.0
PR,2020-11-01,0.0,3.0,0.0,10.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,13.0,0.0,0.0
RI,2020-05-24,182.0,182.0,1277.0,1277.0,374.0,374.0,608.0,608.0,362.0,362.0,650.0,650.0,184.0,184.0,2.0,2.0
RI,2020-05-31,36.0,218.0,94.0,1371.0,21.0,395.0,111.0,719.0,76.0,438.0,52.0,702.0,27.0,211.0,0.0,2.0
RI,2020-06-07,58.0,276.0,88.0,1459.0,15.0,410.0,65.0,784.0,40.0,478.0,60.0,762.0,20.0,231.0,3.0,5.0
RI,2020-06-14,45.0,321.0,49.0,1508.0,17.0,427.0,57.0,841.0,16.0,494.0,19.0,781.0,13.0,244.0,0.0,5.0
RI,2020-06-21,34.0,355.0,37.0,1545.0,20.0,447.0,30.0,871.0,13.0,507.0,14.0,795.0,11.0,255.0,0.0,5.0
RI,2020-06-28,35.0,390.0,10.0,1555.0,26.0,473.0,53.0,924.0,7.0,514.0,17.0,812.0,27.0,282.0,1.0,6.0
RI,2020-07-05,38.0,428.0,9.0,1564.0,19.0,492.0,31.0,955.0,8.0,522.0,17.0,829.0,36.0,318.0,1.0,7.0
RI,2020-07-12,26.0,454.0,0.0,1564.0,16.0,508.0,23.0,978.0,4.0,526.0,29.0,858.0,22.0,340.0,0.0,7.0
RI,2020-07-19,35.0,489.0,9.0,1573.0,18.0,526.0,23.0,1001.0,5.0,531.0,40.0,898.0,33.0,373.0,0.0,7.0
RI,2020-07-26,23.0,512.0,32.0,1605.0,12.0,538.0,23.0,1024.0,3.0,534.0,22.0,920.0,9.0,382.0,0.0,7.0
RI,2020-08-02,19.0,531.0,16.0,1621.0,13.0,551.0,30.0,1054.0,1.0,535.0,29.0,949.0,14.0,396.0,0.0,7.0
RI,2020-08-09,18.0,549.0,15.0,1636.0,26.0,577.0,24.0,1078.0,3.0,538.0,21.0,970.0,10.0,406.0,0.0,7.0
RI,2020-08-16,9.0,558.0,25.0,1661.0,21.0,598.0,40.0,1118.0,4.0,542.0,19.0,989.0,6.0,412.0,0.0,7.0
RI,2020-08-23,16.0,571.0,21.0,1653.0,12.0,578.0,33.0,1143.0,5.0,540.0,33.0,1006.0,16.0,419.0,0.0,7.0
RI,2020-08-30,7.0,578.0,41.0,1694.0,11.0,589.0,33.0,1176.0,4.0,544.0,37.0,1043.0,13.0,432.0,0.0,7.0
RI,2020-09-06,13.0,591.0,19.0,1713.0,14.0,603.0,32.0,1208.0,4.0,548.0,20.0,1063.0,13.0,445.0,0.0,7.0
RI,2020-09-13,20.0,611.0,43.0,1756.0,13.0,616.0,39.0,1247.0,3.0,551.0,24.0,1087.0,9.0,454.0,0.0,7.0
RI,2020-09-20,26.0,637.0,37.0,1793.0,25.0,641.0,28.0,1275.0,2.0,553.0,26.0,1113.0,20.0,474.0,0.0,7.0
RI,2020-09-27,30.0,667.0,59.0,1852.0,26.0,667.0,32.0,1307.0,7.0,560.0,31.0,1144.0,23.0,497.0,0.0,7.0
RI,2020-10-04,28.0,695.0,54.0,1906.0,25.0,692.0,34.0,1341.0,3.0,563.0,22.0,1166.0,16.0,513.0,0.0,7.0
RI,2020-10-11,14.0,709.0,32.0,1938.0,17.0,709.0,29.0,1370.0,5.0,568.0,25.0,1191.0,21.0,534.0,0.0,7.0
RI,2020-10-18,11.0,720.0,22.0,1960.0,18.0,727.0,41.0,1411.0,15.0,583.0,22.0,1213.0,18.0,552.0,0.0,7.0
RI,2020-10-25,16.0,736.0,15.0,1975.0,14.0,741.0,41.0,1452.0,6.0,589.0,30.0,1243.0,30.0,582.0,0.0,7.0
RI,2020-11-01,13.0,749.0,38.0,2013.0,38.0,779.0,26.0,1478.0,4.0,593.0,45.0,1288.0,25.0,607.0,0.0,7.0
SC,2020-05-24,173.0,173.0,869.0,869.0,515.0,515.0,1003.0,1003.0,160.0,160.0,490.0,490.0,538.0,538.0,4.0,4.0
SC,2020-05-31,51.0,224.0,127.0,996.0,101.0,616.0,83.0,1086.0,30.0,190.0,96.0,586.0,61.0,599.0,0.0,4.0
SC,2020-06-07,51.0,275.0,130.0,1126.0,74.0,690.0,109.0,1195.0,28.0,218.0,96.0,682.0,53.0,652.0,0.0,4.0
SC,2020-06-14,53.0,328.0,119.0,1245.0,149.0,839.0,88.0,1283.0,20.0,238.0,110.0,792.0,88.0,740.0,1.0,5.0
SC,2020-06-21,49.0,377.0,158.0,1403.0,102.0,941.0,99.0,1382.0,23.0,261.0,84.0,876.0,128.0,868.0,0.0,5.0
SC,2020-06-28,58.0,435.0,109.0,1512.0,125.0,1066.0,100.0,1482.0,27.0,288.0,132.0,1008.0,178.0,1046.0,1.0,6.0
SC,2020-07-05,74.0,509.0,259.0,1771.0,165.0,1231.0,113.0,1595.0,34.0,322.0,162.0,1170.0,190.0,1236.0,0.0,6.0
SC,2020-07-12,71.0,580.0,305.0,2076.0,129.0,1360.0,128.0,1723.0,40.0,362.0,261.0,1431.0,202.0,1438.0,0.0,6.0
SC,2020-07-19,112.0,692.0,444.0,2520.0,189.0,1549.0,167.0,1890.0,57.0,419.0,269.0,1700.0,254.0,1692.0,1.0,7.0
SC,2020-07-26,101.0,793.0,508.0,3028.0,157.0,1706.0,209.0,2099.0,79.0,498.0,310.0,2010.0,187.0,1879.0,1.0,8.0
SC,2020-08-02,113.0,906.0,378.0,3406.0,178.0,1884.0,206.0,2305.0,83.0,581.0,246.0,2256.0,136.0,2015.0,4.0,12.0
SC,2020-08-09,126.0,1032.0,393.0,3799.0,128.0,2012.0,149.0,2454.0,73.0,654.0,222.0,2478.0,92.0,2107.0,0.0,12.0
SC,2020-08-16,116.0,1148.0,282.0,4081.0,147.0,2159.0,160.0,2614.0,60.0,714.0,160.0,2638.0,77.0,2184.0,1.0,13.0
SC,2020-08-23,98.0,1246.0,254.0,4335.0,97.0,2256.0,138.0,2752.0,68.0,782.0,152.0,2790.0,90.0,2274.0,0.0,13.0
SC,2020-08-30,82.0,1328.0,290.0,4625.0,89.0,2345.0,157.0,2909.0,64.0,846.0,130.0,2920.0,51.0,2325.0,2.0,15.0
SC,2020-09-06,93.0,1421.0,228.0,4853.0,80.0,2425.0,123.0,3032.0,42.0,888.0,161.0,3081.0,44.0,2369.0,0.0,15.0
SC,2020-09-13,79.0,1500.0,168.0,5021.0,84.0,2509.0,118.0,3150.0,42.0,930.0,165.0,3246.0,39.0,2408.0,0.0,15.0
SC,2020-09-20,88.0,1588.0,152.0,5173.0,95.0,2604.0,115.0,3265.0,36.0,966.0,146.0,3392.0,48.0,2456.0,0.0,15.0
SC,2020-09-27,70.0,1658.0,148.0,5321.0,36.0,2640.0,87.0,3352.0,22.0,988.0,116.0,3508.0,26.0,2482.0,0.0,15.0
SC,2020-10-04,64.0,1722.0,143.0,5464.0,38.0,2678.0,109.0,3461.0,15.0,1003.0,110.0,3618.0,45.0,2527.0,0.0,15.0
SC,2020-10-11,59.0,1781.0,182.0,5646.0,66.0,2744.0,95.0,3556.0,24.0,1027.0,107.0,3725.0,31.0,2558.0,0.0,15.0
SC,2020-10-18,81.0,1862.0,188.0,5834.0,78.0,2822.0,90.0,3646.0,25.0,1052.0,128.0,3853.0,29.0,2587.0,2.0,17.0
SC,2020-10-25,80.0,1942.0,124.0,5958.0,56.0,2878.0,103.0,3749.0,26.0,1078.0,126.0,3979.0,54.0,2641.0,0.0,17.0
SC,2020-11-01,56.0,1998.0,153.0,6111.0,18.0,2896.0,87.0,3836.0,21.0,1099.0,110.0,4089.0,26.0,2667.0,3.0,20.0
SD,2020-05-24,24.0,24.0,17.0,17.0,132.0,132.0,185.0,185.0,21.0,21.0,69.0,69.0,307.0,307.0,0.0,0.0
SD,2020-05-31,8.0,32.0,7.0,24.0,16.0,148.0,21.0,206.0,2.0,23.0,30.0,99.0,24.0,331.0,0.0,0.0
SD,2020-06-07,3.0,35.0,13.0,37.0,13.0,161.0,29.0,235.0,1.0,24.0,12.0,111.0,22.0,353.0,0.0,0.0
SD,2020-06-14,9.0,44.0,11.0,48.0,11.0,172.0,25.0,260.0,2.0,26.0,11.0,122.0,29.0,382.0,0.0,0.0
SD,2020-06-21,8.0,52.0,18.0,66.0,16.0,188.0,30.0,290.0,3.0,29.0,12.0,134.0,35.0,417.0,0.0,0.0
SD,2020-06-28,7.0,59.0,4.0,70.0,8.0,196.0,38.0,328.0,2.0,31.0,17.0,151.0,49.0,466.0,0.0,0.0
SD,2020-07-05,16.0,75.0,6.0,76.0,11.0,207.0,28.0,356.0,2.0,33.0,18.0,169.0,50.0,516.0,0.0,0.0
SD,2020-07-12,9.0,84.0,18.0,94.0,20.0,227.0,24.0,380.0,2.0,35.0,18.0,187.0,42.0,558.0,1.0,1.0
SD,2020-07-19,4.0,88.0,16.0,110.0,8.0,235.0,32.0,412.0,2.0,37.0,25.0,212.0,57.0,615.0,0.0,1.0
SD,2020-07-26,5.0,93.0,8.0,118.0,11.0,246.0,26.0,438.0,3.0,40.0,13.0,225.0,47.0,662.0,0.0,1.0
SD,2020-08-02,5.0,98.0,7.0,125.0,27.0,273.0,25.0,463.0,3.0,43.0,11.0,236.0,41.0,703.0,0.0,1.0
SD,2020-08-09,2.0,100.0,13.0,138.0,16.0,289.0,28.0,491.0,3.0,46.0,10.0,246.0,44.0,747.0,0.0,1.0
SD,2020-08-16,1.0,101.0,8.0,146.0,20.0,309.0,50.0,541.0,6.0,52.0,16.0,262.0,28.0,775.0,0.0,1.0
SD,2020-08-23,6.0,107.0,19.0,165.0,16.0,325.0,32.0,573.0,2.0,54.0,15.0,277.0,48.0,823.0,0.0,1.0
SD,2020-08-30,1.0,108.0,36.0,201.0,10.0,335.0,27.0,600.0,0.0,54.0,43.0,320.0,63.0,886.0,0.0,1.0
SD,2020-09-06,4.0,112.0,51.0,252.0,20.0,355.0,42.0,642.0,5.0,59.0,60.0,380.0,69.0,955.0,0.0,1.0
